geoid,doc,dentist,pop
17115001100,0,0,3502
17115001200,15,2,2766
17115001300,0,0,2265
17115001400,3,0,2479
17115001500,1,0,4104
17115001600,0,0,2407
17115001700,0,0,2240
17115001801,0,0,2249
17115001802,0,4,2387
17115001900,1,0,2645
17115002000,48,5,4296
17115002100,1,0,1550
17115002200,2,0,5553
17115002300,0,3,2978
17115002401,0,1,2608
17115002402,2,2,5216
17115002500,4,3,7131
17115002601,3,0,4050
17115002602,0,0,1985
17115002700,0,1,2371
17115002800,1,0,4446
17115002901,5,1,3982
17115002902,0,1,4576
17115002903,0,9,4616
17115002904,3,1,5349
17115003000,0,0,3550
17115003100,0,0,2531
17117956000,0,2,3278
17117956100,1,0,3524
17117956200,0,0,2519
17117956300,0,0,3266
17117956400,6,6,5484
17117956500,0,0,2652
17117956600,0,1,4804
17117956700,0,1,4326
17117956800,0,0,2742
17117956900,1,1,3754
17117957000,0,0,3769
17117957100,2,1,2688
17117957200,5,3,4959
17119400101,0,2,2703
17119400102,0,0,5603
17119400200,0,0,4327
17119400600,0,0,3061
17119400700,0,0,1890
17119400801,0,4,1905
17119400802,3,1,6188
17119400903,0,0,5323
17119400904,0,5,3364
17119400951,2,5,4966
17119400952,0,1,3335
17119401000,0,0,2583
17119401100,2,2,6505
17119401200,0,0,1841
17119401300,0,3,5198
17119401400,0,2,3326
17119401500,0,0,2763
17119401701,2,0,2570
17119401721,0,0,5797
17119401722,1,1,2684
17119401800,3,7,6033
17119401901,4,6,1841
17119401903,0,0,4488
17119401904,0,0,709
17119402000,7,12,4403
17119402100,33,1,3321
17119402200,0,3,3395
17119402300,0,0,1876
17119402400,10,1,1804
17119402500,0,0,2222
17119402600,0,0,2800
17119402701,2,7,7517
17119402721,2,8,7572
17119402722,0,0,2891
17119402801,1,3,3527
17119402802,0,1,8158
17119402803,1,0,3545
17119402900,0,4,4485
17119403001,3,4,5077
17119403002,0,2,7386
17119403101,2,3,5885
17119403121,13,7,9285
17119403122,1,2,5539
17119403200,4,0,4649
17119403300,1,5,3102
17119403401,0,4,3923
17119403402,0,3,6031
17119403502,3,1,6152
17119403531,3,8,8226
17119403532,1,2,4700
17119403533,26,3,9632
17119403534,0,1,4093
17119403601,3,2,3261
17119403603,2,0,1891
17119403604,5,4,6619
17119403701,0,1,6159
17119403702,0,0,5774
17119403801,0,0,4907
17119403802,0,0,4596
17119404000,21,0,2788
17119404100,0,0,3088
17121951600,0,0,3571
17121951700,0,0,2609
17121951800,0,0,2391
17121951900,0,0,2999
17121952000,5,2,4495
17121952100,4,2,3238
17121952200,0,0,4181
17121952300,0,0,3599
17121952400,0,3,3623
17121952500,0,0,2819
17121952600,1,3,2178
17121952700,10,2,3734
17123961100,1,1,2628
17123961200,1,1,2542
17123961300,0,0,2273
17123961400,0,0,2921
17123961500,0,0,2276
17125956300,0,0,2975
17125956400,2,0,2065
17125956500,3,3,3369
17125956600,0,0,1976
17125956700,0,0,1885
17125956800,2,1,2396
17127970100,0,0,4895
17127970200,2,4,4249
17127970300,0,0,3829
17127970400,1,1,2456
17129010100,0,0,6139
17129010200,4,2,4073
17129010300,0,0,2493
17131040100,0,0,4579
17131040200,0,0,3754
17131040300,6,2,3918
17131040400,0,0,4183
17133600101,2,7,7074
17133600102,1,4,4814
17133600401,5,4,6396
17133600402,0,1,4447
17133600501,1,0,6888
17133600502,0,0,3338
17135957300,0,1,3483
17135957400,0,0,2491
17135957500,0,0,3273
17135957600,1,2,3481
17135957700,8,1,3103
17135957800,0,2,3424
17135957900,6,4,5040
17135958000,0,0,5809
17137951400,0,0,2796
17137951500,1,0,3174
17137951600,0,1,3554
17137951700,0,1,2811
17137951800,2,1,4396
17137951900,15,11,4861
17137952000,0,0,3824
17137952100,0,0,3660
17137952200,0,0,3125
17137952300,0,1,3346
17139976900,2,1,4892
17139977000,0,0,2523
17139977100,0,0,3184
17139977200,2,0,4247
17141960700,0,1,4364
17141960800,1,1,3647
17141960900,3,1,4793
17141961000,3,0,7054
17141961100,8,3,5184
17141961200,3,3,5778
17141961300,0,0,5262
17141961400,3,5,4119
17141961500,2,2,4563
17141961600,0,0,3554
17141961700,4,2,5179
17143000100,0,0,1087
17143000200,0,0,1868
17143000300,0,0,2332
17143000500,6,2,1804
17143000600,0,0,3115
17143000900,19,0,2550
17143001200,6,1,1953
17143001300,0,0,2021
17143001500,0,0,2044
17143001600,55,1,4054
17143001800,2,2,3294
17143001900,0,0,1567
17143002000,0,0,3317
17143002100,0,0,4846
17143002200,0,3,4237
17143002300,0,2,4710
17143002400,3,1,4677
17143002500,1,2,3528
17143002600,0,1,1835
17143002701,0,1,3840
17143002702,2,0,3879
17143002800,0,9,3187
17143002900,27,13,4041
17143003000,16,4,4701
17143003101,11,2,5377
17143003102,1,6,6094
17143003200,2,8,4303
17143003300,18,5,3060
17143003401,8,12,11216
17143003402,2,0,3748
17143003601,2,0,2759
17143003602,3,3,5580
17143003700,0,0,3814
17143003800,1,0,3275
17143003900,15,0,6533
17143004000,0,1,4524
17143004101,1,0,6494
17143004102,0,1,3266
17143004200,0,3,3646
17143004300,3,0,2389
17143004400,0,0,4748
17143004500,0,0,5481
17143004600,3,3,5499
17143004801,1,0,4539
17143004802,0,1,4419
17143004901,0,0,3740
17143004902,0,0,4872
17143005000,0,0,2631
17145030100,2,0,3121
17145030200,5,3,7772
17145030300,0,0,2265
17145030400,2,0,2651
17145030500,1,2,2398
17145030600,2,3,4143
17147954500,0,0,4582
17147954600,7,4,5900
17147954700,0,0,3430
17147954800,0,1,2817
17149952400,0,0,3337
17149952500,0,1,2583
17149952600,1,1,3256
17149952700,5,4,4762
17149952800,0,0,2492
17151971200,0,1,2425
17151971300,0,0,2045
17153971000,0,0,3028
17153971100,0,0,3133
17155954500,0,2,2977
17155954600,0,0,3029
17157950500,0,0,2286
17157950600,9,3,4380
17157950700,0,0,2670
17157950800,5,2,4653
17157950900,0,0,3598
17157951000,1,0,2772
17157951100,2,1,3638
17157951200,3,2,6422
17157951300,3,2,3057
17159977900,0,0,3768
17159978000,1,1,2401
17159978100,10,1,4129
17159978200,1,1,2608
17159978300,0,0,3327
17161020100,0,1,7127
17161020200,11,0,3840
17161020300,13,0,6483
17161020400,0,1,6126
17161020600,6,1,2583
17161020700,0,0,1818
17161020800,0,3,4798
17161020900,0,3,5316
17161021000,3,1,3772
17161021100,8,1,3752
17161021200,8,12,4700
17161021300,0,1,4740
17161021400,0,0,1242
17161021500,0,0,4231
17161021600,0,0,2872
17161021700,0,0,4144
17161021800,0,2,4886
17161021900,5,3,1721
17161022000,1,5,3989
17161022100,18,5,2501
17161022200,0,0,4046
17161022300,5,4,2166
17161022600,2,1,2311
17161022800,0,1,5606
17161022900,0,0,2718
17161023000,0,1,3915
17161023100,1,2,2690
17161023200,9,6,4898
17161023300,0,0,3448
17161023500,0,0,2098
17161023600,0,0,2074
17161023700,3,0,2494
17161024000,1,2,4106
17161024101,1,0,3649
17161024102,1,0,5350
17161024103,0,0,4046
17161024200,0,0,4372
17161024300,0,2,2734
17161024400,0,1,1943
17161024500,0,2,2241
17163500400,0,0,1826
17163500500,0,0,2685
17163500900,0,2,3813
17163501100,0,0,1777
17163501200,2,0,3464
17163501300,0,0,3782
17163501400,1,0,2790
17163501501,1,0,1812
17163501502,1,1,2884
17163501602,4,8,5345
17163501603,0,0,6385
17163501604,25,4,4587
17163501605,0,1,2639
17163501700,52,1,3264
17163501800,0,5,5865
17163501900,0,0,3620
17163502100,0,0,2582
17163502200,1,1,2101
17163502300,1,1,6415
17163502401,0,0,1394
17163502404,1,0,4161
17163502500,0,0,1272
17163502602,1,2,5884
17163502603,0,0,4210
17163502700,0,0,1251
17163502800,8,1,2713
17163502900,0,1,2085
17163503100,3,4,7666
17163503202,1,0,6110
17163503203,1,4,6718
17163503211,1,4,4247
17163503301,0,0,3989
17163503304,8,5,6952
17163503322,7,4,7148
17163503323,0,4,6245
17163503324,1,1,5675
17163503332,1,4,5265
17163503334,0,0,6570
17163503402,1,7,7627
17163503404,0,0,4671
17163503411,0,0,3391
17163503412,3,0,6330
17163503413,4,2,5838
17163503414,1,2,4557
17163503800,13,0,1292
17163503903,0,0,3385
17163503904,2,2,10394
17163503905,0,0,2966
17163503906,6,1,5471
17163504001,1,3,4901
17163504002,0,1,5909
17163504302,0,1,7818
17163504303,6,3,7810
17163504351,4,3,3596
17163504352,3,3,4317
17163504353,0,0,4142
17163504354,8,8,5990
17163504355,4,2,5146
17163504500,5,0,5085
17163504600,0,0,2229
17165955100,3,0,2349
17165955500,5,1,2433
17165955600,0,0,2532
17165955700,0,0,2569
17165955800,0,1,3432
17165955900,13,2,2564
17165956000,0,0,2912
17165956100,0,0,2624
17165956200,2,1,3498
17167000100,0,0,3967
17167000201,0,1,2401
17167000202,0,0,3902
17167000300,30,3,2932
17167000400,1,0,2969
17167000501,2,1,2358
17167000503,0,1,4006
17167000504,0,0,3059
17167000600,0,0,5233
17167000700,0,0,2104
17167000800,0,0,2075
17167000900,34,1,2484
17167001001,0,0,2104
17167001003,0,7,1327
17167001004,13,13,4631
17167001100,0,0,2342
17167001200,0,2,3526
17167001300,0,2,1742
17167001400,2,0,1027
17167001500,8,0,1005
17167001600,3,3,3477
17167001700,0,0,1241
17167001800,30,3,2261
17167001900,1,7,3279
17167002000,11,16,5955
17167002100,18,1,3688
17167002200,0,0,3375
17167002300,0,0,2460
17167002400,0,0,3582
17167002500,1,1,5081
17167002600,6,0,2580
17167002700,3,2,3406
17167002801,0,0,3041
17167002802,0,6,3394
17167002900,14,2,4953
17167003000,4,1,5912
17167003100,0,0,7296
17167003201,5,2,4430
17167003202,2,1,3972
17167003203,0,1,5811
17167003300,0,1,5004
17167003400,1,0,6290
17167003500,1,0,5085
17167003601,0,0,2702
17167003602,0,0,4200
17167003603,5,4,4899
17167003604,0,2,4637
17167003700,1,1,8372
17167003801,0,0,2759
17167003802,0,0,5846
17167003901,4,1,5102
17167003902,0,1,3829
17167004000,0,0,4352
17169970100,0,0,2256
17169970200,1,1,3279
17169970300,0,0,2009
17171970600,0,0,1866
17171970700,3,1,3489
17173959100,3,1,3608
17173959200,0,0,3163
17173959300,6,3,4999
17173959400,0,0,3416
17173959500,0,1,3761
17173959600,0,0,3416
17175951400,0,1,3301
17175951500,2,0,2693
17177000100,0,0,4446
17177000200,0,1,3409
17177000300,3,2,4066
17177000400,0,0,3008
17177000500,0,1,3149
17177000600,0,0,3427
17177000700,0,0,1900
17177000800,2,1,3436
17177000900,1,0,5307
17177001000,11,7,4437
17177001100,9,3,3208
17177001200,0,6,3784
17177001300,0,0,4134
17179020100,2,1,2509
17179020301,0,2,4798
17179020302,0,0,5149
17179020400,1,3,5509
17179020500,0,3,4652
17179020600,0,0,2048
17179020700,0,0,4396
17179020800,0,0,3437
17179020900,0,0,2243
17179021000,9,0,5647
17179021101,6,6,6821
17179021102,0,1,5836
17179021201,8,1,4576
17179021202,2,0,3379
17179021203,0,0,4785
17179021500,0,0,7004
17179021603,4,0,5291
17179021604,4,6,2031
17179021605,2,3,2624
17179021606,12,3,5683
17179021701,0,0,6051
17179021702,9,11,5647
17179021801,0,0,5669
17179021802,0,0,2151
17179021900,1,0,4677
17179022000,3,1,4354
17179022100,0,0,3410
17179022200,1,5,5036
17179022300,4,2,5095
17179022400,0,0,4886
17181950100,1,4,4259
17181950200,0,0,2592
17181950300,0,0,2077
17181950400,13,2,5110
17181950500,3,0,3770
17183000100,0,1,1808
17183000200,0,1,1615
17183000300,0,0,2289
17183000400,0,0,3550
17183000500,0,0,3962
17183000600,10,6,2747
17183000700,1,0,3568
17183000800,14,5,2515
17183000900,2,0,2611
17183001200,0,1,2956
17183001300,6,2,3729
17183010100,0,1,3306
17183010200,5,0,5445
17183010300,0,0,4810
17183010400,0,1,2281
17183010500,0,0,4092
17183010600,0,1,4225
17183010701,0,0,3186
17183010702,0,0,3069
17183010800,0,0,3532
17183010900,0,0,3193
17183011000,1,0,4178
17183011100,0,0,2712
17183011200,12,0,6246
17185957200,0,0,3921
17185957300,6,1,3000
17185957400,1,2,2156
17185957500,1,0,2870
17187870100,0,0,2188
17187870200,2,1,2703
17187870300,0,0,2706
17187870400,10,2,5032
17187870500,1,2,5078
17189950100,0,0,3335
17189950200,0,0,3795
17189950300,2,4,3355
17189950400,0,0,4231
17191954900,0,0,3334
17191955000,0,0,4360
17191955100,0,0,2886
17191955200,2,4,3072
17191955300,0,0,3108
17193958000,0,2,2588
17193958100,10,1,3204
17193958200,0,1,2880
17193958300,0,0,2677
17193958400,0,0,3316
17195000100,0,0,3785
17195000200,2,0,2994
17195000300,3,2,3419
17195000400,0,0,3293
17195000500,0,2,3480
17195000600,1,0,4285
17195000700,2,0,2843
17195000800,0,0,2189
17195000900,5,0,3516
17195001000,2,1,3046
17195001100,18,6,5242
17195001200,0,0,3984
17195001300,0,0,2474
17195001400,1,1,2334
17195001500,2,2,3402
17195001600,2,2,2747
17195001700,0,0,3269
17195001800,0,0,2196
17197880105,6,0,7907
17197880106,1,1,4508
17197880107,8,6,5070
17197880109,4,1,5469
17197880111,0,1,3742
17197880112,0,0,2129
17197880113,1,3,3811
17197880114,12,3,3107
17197880115,2,0,3176
17197880116,0,1,2912
17197880117,0,0,3365
17197880118,0,0,4734
17197880119,0,2,4333
17197880120,6,4,9798
17197880121,6,4,9463
17197880202,0,0,4356
17197880203,1,2,3939
17197880204,0,0,5974
17197880303,5,0,4081
17197880304,0,4,5387
17197880305,0,1,5585
17197880306,1,6,7894
17197880307,24,20,6075
17197880308,16,6,8019
17197880309,1,3,5340
17197880310,1,3,11485
17197880312,8,3,9102
17197880313,0,2,11610
17197880314,1,0,6894
17197880404,9,7,11036
17197880408,0,0,5103
17197880410,0,0,8609
17197880411,7,8,3435
17197880412,0,6,4302
17197880414,0,1,4348
17197880415,2,0,7311
17197880416,0,0,3122
17197880417,0,0,2590
17197880418,0,0,5374
17197880419,2,1,8983
17197880420,0,0,10373
17197880421,2,1,5732
17197880502,0,0,5075
17197880503,0,0,4368
17197880505,1,8,7900
17197880507,0,2,7057
17197880601,8,1,3104
17197880602,4,9,3542
17197880701,0,0,4344
17197880702,0,0,2795
17197880901,4,9,6240
17197880903,3,0,2682
17197880905,0,0,2697
17197881001,2,2,5052
17197881002,4,3,5231
17197881005,1,3,3606
17197881006,0,0,2425
17197881007,0,2,5478
17197881009,0,1,7101
17197881010,1,1,3750
17197881011,5,1,3389
17197881012,0,4,3027
17197881105,0,1,6153
17197881107,0,1,3143
17197881108,0,2,6657
17197881109,0,0,4361
17197881111,5,2,3173
17197881112,5,0,5113
17197881113,0,0,3719
17197881115,3,4,4027
17197881116,0,2,3924
17197881200,2,0,4837
17197881301,2,0,3404
17197881302,0,1,1818
17197881401,0,2,3259
17197881402,0,3,3104
17197881500,0,6,3284
17197881601,0,1,1800
17197881603,1,2,3301
17197881604,4,1,2586
17197881700,3,1,3421
17197881800,0,2,4049
17197881900,0,0,3896
17197882000,2,1,3472
17197882100,3,0,2929
17197882200,8,1,4624
17197882300,0,0,4259
17197882400,0,0,3541
17197882500,0,0,2370
17197882601,0,0,3087
17197882602,0,0,2931
17197882701,0,2,2380
17197882702,0,0,3075
17197882801,0,10,2633
17197882802,40,13,3033
17197882900,0,0,2361
17197883000,4,0,3697
17197883100,5,0,4247
17197883206,11,4,4396
17197883208,3,1,3106
17197883209,4,0,3090
17197883210,0,5,2654
17197883211,0,1,6193
17197883212,0,0,5393
17197883213,2,6,5519
17197883214,3,6,2405
17197883215,0,0,10210
17197883216,3,3,3025
17197883303,0,0,3705
17197883304,0,0,1774
17197883305,2,3,2982
17197883306,4,0,3635
17197883307,0,0,4100
17197883401,3,2,4160
17197883402,0,0,2033
17197883504,2,6,5185
17197883505,0,3,7889
17197883507,0,0,4010
17197883509,0,2,4519
17197883510,1,0,4699
17197883511,7,1,4947
17197883513,1,4,5349
17197883514,0,3,7252
17197883515,6,5,3996
17197883516,9,7,6858
17197883517,4,1,3343
17197883519,0,1,5178
17197883521,2,1,3737
17197883522,0,1,3321
17197883602,1,2,5619
17197883603,0,0,2973
17197883605,0,0,3082
17197883606,0,0,3995
17197883700,0,0,3144
17197883803,0,0,2577
17197883804,0,1,2853
17197883806,0,0,3412
17197883808,0,0,1931
17197883809,0,2,2978
17197883810,2,0,3740
17197883811,0,2,3139
17197883902,1,2,6263
17197883903,0,0,1821
17197883904,3,2,4431
17197884003,0,1,4566
17197884004,1,0,2382
17197884005,0,1,1430
17197884006,0,0,2241
17197884101,0,0,4166
17197884103,0,0,2776
17197980000,0,0,0
17197980100,0,0,3264
17199020100,0,0,3678
17199020201,3,0,5611
17199020202,0,0,2379
17199020300,9,3,4808
17199020400,9,4,3780
17199020500,0,0,3540
17199020600,1,0,3813
17199020700,0,2,5033
17199020800,0,0,6744
17199020900,1,0,4361
17199021000,15,13,5301
17199021100,0,0,3215
17199021200,7,0,4547
17199021300,8,0,4666
17199021400,1,0,4881
17201000101,0,0,5244
17201000103,1,1,2831
17201000104,7,1,2788
17201000105,1,0,4442
17201000200,0,1,3293
17201000300,3,3,4116
17201000401,2,0,2141
17201000402,0,1,2914
17201000403,0,2,4282
17201000501,0,1,4773
17201000502,1,7,3556
17201000504,0,4,7058
17201000506,19,7,3987
17201000507,32,5,3874
17201000510,10,8,3329
17201000511,14,12,2535
17201000512,3,3,5203
17201000513,12,14,3988
17201000514,5,5,3420
17201000600,2,7,4220
17201000700,1,0,3099
17201000800,0,1,3016
17201001000,0,0,2469
17201001100,0,0,1371
17201001200,6,2,2601
17201001300,32,1,2379
17201001400,0,0,4074
17201001500,5,5,5187
17201001600,0,0,5214
17201001700,0,0,3110
17201001800,0,0,5370
17201001900,0,0,3651
17201002000,0,0,2553
17201002100,0,0,2063
17201002200,0,1,3728
17201002301,0,0,2721
17201002302,0,0,1386
17201002400,0,0,2696
17201002500,0,0,3402
17201002600,8,3,3753
17201002700,0,0,3434
17201002800,0,0,1828
17201002900,1,1,1111
17201003000,0,1,1719
17201003100,0,0,4167
17201003200,0,0,3647
17201003300,29,1,3822
17201003400,0,0,4680
17201003500,3,1,2413
17201003601,0,0,1838
17201003602,0,2,3874
17201003604,0,0,3084
17201003605,2,1,2315
17201003606,0,1,2667
17201003705,0,1,5119
17201003706,1,0,6638
17201003707,0,1,3792
17201003708,1,0,2964
17201003709,3,0,1900
17201003710,0,0,2581
17201003711,0,0,4649
17201003801,1,0,6221
17201003805,0,0,7269
17201003806,0,0,4788
17201003807,1,5,7728
17201003808,0,1,3807
17201003809,15,7,4843
17201003901,0,1,4838
17201003903,0,1,6030
17201003904,5,8,4895
17201004001,1,2,9015
17201004002,1,1,6959
17201004003,0,0,1980
17201004100,2,0,5302
17201004200,1,1,6238
17201004300,2,1,5272
17201980000,0,0,2
17203030100,0,0,2580
17203030200,2,1,2989
17203030300,2,1,2989
17203030400,2,3,5638
17203030501,0,0,7569
17203030502,0,0,2592
17203030601,9,2,6405
17203030602,0,0,3383
17203030700,0,1,4519
